https://youtu.be/gZnOgSrzLLE,Pattern Review: TATB shortie PJs
https://youtu.be/InxR-uCPf6I,March catch up
https://youtu.be/gG8e7kPm6l0,TATB Make it Simple: Juno Sleep Mask and plans from the book 
https://youtu.be/NGnf7UOl5Bw,Pattern Review: TATB Make It Simple Bertha Cardigan
https://youtu.be/LhIuI7cTGEc,Mend it! Bags
https://youtu.be/Kq4bQNntzYk,Pattern Review: Butterick 5189 Dressing Gown
https://youtu.be/ps-opDbgmfQ,DIY simple fabric birthday badge 
https://youtu.be/YGIvtDhk0uM,February 2020 catch up
https://youtu.be/RnceSD2ef9w,Mend it! Adding a blind hem to a garment
https://youtu.be/2iPcSRuP4NQ,DIY Trolley Cover
https://youtu.be/IbcIgm1t21g,Pattern review: Peak tshirt (by Wendy Ward)
https://youtu.be/zTeQZvF5zR8,Toucan t-shirt: adding an embellishment to a knit fabric
https://youtu.be/VckHIxMc510,Pattern Review: New Look 6232 Ladies Shirt
https://youtu.be/Pxz1beeCKb4,2020 craft plans
https://youtu.be/XvheXeYTgZs,2019 craft makes review
https://youtu.be/z9rfiZr8B8Y,DIY Personalised Fabric Gift Tags
https://youtu.be/3GLoWCk8bGY,Pattern Review: serger / overlocker scrap catcher
https://youtu.be/2lzs3iRW8iI,5 quick gift ideas to sew 
https://youtu.be/9c5ewoS8HY0,Crafty Date: DIY Christmas Brooches
https://youtu.be/CpV4J9N9www,DIY Personalised Cushion with zip
https://youtu.be/MYz6EhyP6Fk,Free Machine Embroidery Birthday Card - dog theme - time lapse
https://youtu.be/KOvqE5amxBI,Free Machine Embroidery Cat Birthday Card - time lapse
https://youtu.be/CzBMaBR061E,Pattern Review: TATB Freya Cowl Neck Dress
https://youtu.be/_OYFeT9emsM,DIY lined zip purse
https://youtu.be/jXQiHTimWHY,Pattern Review: Debbie Shore Office Bag 
https://youtu.be/ZNc9TnyrbgE,Recent Makes: for toddler and baby
https://youtu.be/VgLQpa_EKjM,Pattern Review: TATB Bibi
https://youtu.be/5-Id7GzyN-E,Sketch-a-Graph: Any good for enlarging sewing pattern templates?
https://youtu.be/gy_ndlFUZFU,7 point checklist for setting up Free Machine Embroidery
https://youtu.be/WUqtMw3Vx2Q,Pattern Review: TATB Joni Dress
https://youtu.be/eGS_K0MumCY,Craft Haul Summer 2019
https://youtu.be/sxDlKdQk1Ww,DIY beach towel poncho tutorial
https://youtu.be/bgJ_2CciHh8,Crafting with a chronic illness
https://youtu.be/hZVakpsOR_0,The Graduation Sloth: gift in the making
https://youtu.be/GK1-TJwBsWc,Upcycled Cleo Dress from two pairs of jeans
https://youtu.be/tlXHSupzKus,Pattern Review: Kinder Cardigan
https://youtu.be/0Hs1KGMWT3s,Spring 2019 catch up
https://youtu.be/hWdOmArkQ5o,Pattern Review: Gable Top
https://youtu.be/zKbLgBH99dw,Crafty date: Christmas polar bears - needle felting
https://youtu.be/oPAvhyTxhec,pattern review Jarrah
https://youtu.be/SrhEaFCveO8,Pattern Review: TATB Bow Blouse
https://youtu.be/CGG1NgZTNig,Craft Haul: charity shop finds and other shops
https://youtu.be/iQP4dNGH4xc,Guitar Card time lapse and commentary
https://youtu.be/j75oFJNxNrc,Pattern Review: Frankie t-shirt
https://youtu.be/Afx1pSbfumI,DIY hair towel turban tutorial
https://youtu.be/e71AKtJVYP4,Pattern Review: Sew Over It Molly Dress
https://youtu.be/jWIxSA_tPCI,Mini Craft Haul from Craft Corner shop
https://youtu.be/OAj9JT9h6c4,Pattern Review lunch bag Simplicity 1385
https://youtu.be/2OOIDTaauiM,Free Machine Embroidery - template vs freehand - bird drawing
https://youtu.be/0PIzztK5Qzg,Pattern Review Market Tote A M6493 McCalls sewing pattern
https://youtu.be/HYvtSpmb0MY,Time Lapse sewing McCall's M6493 Market Tote A
https://youtu.be/QKIW5_q8FX4,Pattern review: the Freja dress
https://youtu.be/a6t4OhtrkvM,welcome
https://youtu.be/WBuaayCwx8g,DIY Water Bottle Carrier - tutorial
